sample_index,question,answer,ground_truth,num_contexts,contexts,faithfulness
58,Sự tuần hoàn của huyết trong cơ thể do những tạng nào phụ trách?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Do Tâm làm chủ, Can tàng trữ và Tỳ thống soái.",0,,
59,Triệu chứng chung của Ôn bệnh ở Vệ phận là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Sợ gió lạnh, phát sốt, khát không nhiều, ho ít đờm hoặc đờm khó khạc, mạch phù sác.",0,,
60,Bài thuốc tiêu biểu điều trị tà ở bì mao (Vệ phận) trong Ôn bệnh là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Ngân kiều tán.,0,,
61,Vị thuốc Liên kiều trong bài Ngân kiều tán có tác dụng gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Thanh nhiệt, giải độc, tán kết và giải cảm trừ phong nhiệt.",0,,
62,"Huyệt nào được dùng đặc hiệu để khu phong, giải biểu trong sốt ngoại cảm?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Huyệt Ngoại quan và Phong trì.,0,,
63,Tác dụng của bài thuốc Tang cúc ẩm là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Sơ phong thanh nhiệt, tuyên Phế, hóa đờm.",0,,
64,Bài thuốc Lục nhất tán (Thiên thủy thang) có tác dụng gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Thanh nhiệt tả hỏa, lợi tiểu; chủ trị sốt cao, tiểu đỏ, miệng khát, bứt rứt.",0,,
65,Huyệt Bách hội được sử dụng để điều trị triệu chứng gì trong hội chứng Nhiệt nhập Tâm bào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Dùng để thanh thần chí, tiết nhiệt, điều trị chứng nói nhảm hoặc lơ mơ.",0,,
66,Huyệt Tam âm giao là giao hội của những kinh nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Giao hội của 3 kinh âm ở chân: Tỳ, Can và Thận.",0,,
67,Triệu chứng của hội chứng Vị âm hư là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Khô miệng, khát nước, đói mà không muốn ăn, đại tiện táo, lưỡi đỏ ít rêu.",0,,
68,Hội chứng Vị thất hòa giáng có triệu chứng đặc trưng là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Đau thượng vị kèm nôn mửa.,0,,
69,Pháp trị phù hợp cho hội chứng Tỳ Vị thấp nhiệt là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Thanh nhiệt lợi thấp.,0,,
70,Vị thuốc Tang diệp trong bài Tang cúc ẩm có tác dụng gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Phát tán phong nhiệt, thanh Can minh mục, thanh Phế chỉ khái.",0,,
71,Vị thuốc Hoạt thạch trong bài Lục nhất tán có tính vị và tác dụng gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Vị ngọt, tính hàn; tác dụng thanh nhiệt, lợi tiểu.",0,,
72,Huyệt Phục lưu có tác dụng gì trong điều trị bệnh lý tạng Thận?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Tư âm bổ Thận, điều hòa huyền phủ (lỗ chân lông) và trị chứng đạo hãn (mồ hôi trộm).",0,,
73,Hội chứng Thiếu âm hóa nhiệt thường sử dụng bài thuốc nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Bài Đạo xích tán.,0,,
74,"Trong bài Đạo xích tán, vị thuốc Sinh địa đóng vai trò Quân vì lý do gì?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Vì Sinh địa có tác dụng dưỡng âm, nuôi Thận và dưỡng huyết.",0,,
75,Huyệt Thập tuyên thường được dùng để điều trị chứng gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Điều trị sốt cao hoặc cấp cứu trong chứng đột ngột trúng phong.,0,,
76,Triệu chứng phân biệt giữa Quyết âm nhiệt quyế và Quyết âm hàn quyế là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Sự hiện diện của sốt: nhiệt quyế có sốt, hàn quyế không có sốt.",0,,
77,Vị thuốc Ô mai thường được dùng để điều trị gì theo kinh nghiệm dân gian?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Dùng để trị giun.,0,,
78,Thuốc tiêu biểu điều trị Quyết âm hồi quyế (kèm nôn ra giun) là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Ô mai hoàn.,0,,
79,Triệu chứng chính của hội chứng Bàng quang thấp nhiệt là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Tiểu gắt, tiểu buốt, tiểu nhiều lần, nước tiểu vàng đỏ hoặc đục.",0,,
80,Pháp trị cho hội chứng Bàng quang thấp nhiệt là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Thanh nhiệt lợi thấp.,0,,
81,Can khí uất kết thường gây ra triệu chứng gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Tinh thần uất ức, hay thở dài, ngực sườn đầy trướng, ở phụ nữ có thể gây kinh nguyệt không đều.",0,,
82,Pháp trị cho hội chứng Can khí uất kết là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Sơ Can giải uất.,0,,
83,Vị thuốc Cam thảo được dùng trong hầu hết các bài thuốc vì tác dụng gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Bổ trung khí, thanh nhiệt giải độc và đặc biệt là điều hòa các vị thuốc trong bài.",0,,
84,Triệu chứng của hội chứng Can hỏa thượng viêm là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Đau đầu, mắt đỏ, miệng đắng, tai ù, dễ nổi giận.",0,,
85,Pháp trị cho hội chứng Can hỏa thượng viêm là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Thanh Can tả hỏa.,0,,
86,Hội chứng Phế âm hư thường có các biểu hiện nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Ho khan ít đờm, họng khô, gò má đỏ, sốt nhẹ về chiều (triều nhiệt), mồ hôi trộm.",0,,
87,Tâm hỏa vượng thường biểu hiện qua những triệu chứng nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Mất ngủ, tâm phiền, miệng lưỡi lở loét, tiểu đỏ buốt.",0,,
88,Tỳ khí hư thường dẫn đến các triệu chứng lâm sàng nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Ăn kém, bụng đầy sau khi ăn, phân lỏng nát, mệt mỏi, sắc mặt vàng úa.",0,,
89,Thế nào là 'Nội phong' trong Đông y?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Là tình trạng phong do rối loạn công năng của các tạng phủ bên trong cơ thể sinh ra, khác với ngoại phong từ môi trường.",0,,
90,Sự phối ngũ 'Tương sát' trong dược lý Đông y có nghĩa là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Là khi một vị thuốc có khả năng làm mất đi độc tính của một vị thuốc khác.,0,,
91,Phối ngũ 'Tương sử' là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Là sự phối hợp giữa một vị thuốc chính và một vị thuốc phụ khác tính chất nhưng hỗ trợ nâng cao hiệu quả cho vị thuốc chính.,0,,
92,Triệu chứng đặc trưng của hội chứng Thận dương hư là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Sợ lạnh, tay chân lạnh, đau lưng mỏi gối, tiểu đêm nhiều, liệt dương hoặc phù thũng.",0,,
93,Pháp trị cho hội chứng Thận dương hư là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Ôn bổ Thận dương.,0,,
94,Triệu chứng của hội chứng Thận âm hư là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Chóng mặt, tai ù, đau lưng, triều nhiệt, ngũ tâm phiền nhiệt (nóng lòng bàn tay bàn chân và ngực).",0,,
95,Tâm chủ về chức năng gì trong cơ thể?,"Tâm chủ về chức năng điều khiển tâm thần, cảm xúc và chủ quản huyết trong cơ thể.",Tâm chủ huyết mạch và chủ thần chí.,1,"{
  ""tâm_chủ"": {
    ""mô_tả_bệnh"": ""Tâm tỳ hư chứng là một loại bệnh do tâm huyết không đủ, tỳ hư gây ra. Đa số do ăn uống không thỏa đáng, lao tổn tỳ, suy nghĩ quá nhiều tổn hại âm huyết, bệnh lâu chảy máu lâu...... Đặc điểm của chứng nhận này là tâm huyết không đủ, tính tình không đủ. Tâm huyết không đủ, thiếu dinh dưỡng, tim đập nhanh. Nếu một người bồn chồn, sẽ mất ngủ, mơ rất nhiều giấc mơ. Nếu khí huyết mệt mỏi, không thể lên đỉnh, sẽ xuất hiện hiện tượng choáng váng dễ quên. Tính tình suy yếu, tuần hoàn không thoải mái, khí sắc không rõ, thèm ăn không phấn chấn, bụng trướng liền thưa, tâm mệt mỏi mệt mỏi. Khí huyết thiếu hụt, kinh lượng ít, sắc nhạt hoặc lâm ly không được đầy đủ, lưỡi nhạt, mạch yếu. Các biểu hiện lâm sàng chủ yếu là tim đập nhanh, mất ngủ, khó ăn, đầy hơi, chảy máu loãng trong phân. Tâm tỳ hư chứng đại khái bao gồm tâm tỳ khí hư, tâm tỳ âm hư, tâm tính âm hư...... Bởi vì tâm chủ huyết, tỳ chủ vận hóa, bệnh án tâm tỳ lưỡng hư trên lâm sàng đa số lấy tâm huyết không đủ, tính tình suy yếu làm đặc điểm."",
    ""bệnh"": ""Tâm tỳ hư""
  }
}",1.0
96,Tạng Tỳ có chức năng quan trọng nào liên quan đến tiêu hóa?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Tỳ chủ vận hóa thủy cốc và vận hóa thủy thấp.,0,,
97,Đặc điểm của hội chứng Phế khí hư là gì?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Ho không có sức, tiếng nói nhỏ yếu, tự hãn (vã mồ hôi khi vận động nhẹ), dễ bị cảm lạnh.",0,,
98,Lục khí chỉ trở thành nguyên nhân gây bệnh (lục dâm) khi nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Khi thời tiết thay đổi đột ngột hoặc sức đề kháng của cơ thể bị suy yếu.,0,,
99,Huyệt Hợp cốc thường được phối hợp với huyệt nào để hạ sốt trong Đông y?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Phối hợp với Khúc trì và Đại chùy.,0,,
100,"Theo Đông y, Âm Dương là gì?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Âm Dương là hai loại vật chất khác tính chất và công năng nhưng thống nhất, cấu tạo nên các bộ phận của con người. Bệnh tật phát triển là do sự phá vỡ mối quan hệ bình thường giữa hai mặt đối lập này.",0,,
101,Học thuyết Âm Dương quy định những thuộc tính nào thuộc về Dương trong cơ thể?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Dương bao gồm các thuộc tính: Phía ngoài, phía trên, phần lưng, sáu phủ, khí, sự hưng phấn, hoạt động, tăng lên, thăng lên và hướng ra.",0,,
102,Học thuyết Âm Dương quy định những thuộc tính nào thuộc về Âm trong cơ thể?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Âm bao gồm các thuộc tính: Phía trong, phía dưới, phần bụng, năm tạng, huyết, vật chất, sự ức chế, tĩnh tại, giảm sút, giáng xuống và hướng vào.",0,,
103,Thế nào là 'Âm dương hỗ căn'?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Là sự thống nhất giữa hai mặt đối lập để cùng tồn tại: 'Âm sinh ở dương, dương sinh ở âm', không có âm thì không có dương và ngược lại.",0,,
104,Quy luật 'Âm dương tiêu trưởng' được hiểu như thế nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.",Là quá trình mất đi và lớn lên của âm dương trong một phạm vi nhất định để duy trì trạng thái bình thường. Nếu một phía tiêu hoặc trưởng thái quá sẽ sinh bệnh.,0,,
105,"Hiện tượng 'Trùng âm tất dương, trùng dương tất âm' phản ánh quy luật nào?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Phản ánh quy luật Âm Dương chuyển hóa, khi một mặt phát triển đến cực điểm sẽ chuyển hóa sang mặt đối lập (ví dụ: nhiệt cực sinh hàn).",0,,
106,"Theo học thuyết Ngũ hành, ngũ tạng được phân chia như thế nào?","Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Can thuộc Mộc, Tâm thuộc Hỏa, Tỳ thuộc Thổ, Phế thuộc Kim, Thận thuộc Thủy.",0,,
107,Quy luật tương sinh trong Ngũ hành diễn ra theo trình tự nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Mộc sinh Hỏa, Hỏa sinh Thổ, Thổ sinh Kim, Kim sinh Thủy, Thủy sinh Mộc.",0,,
108,Quy luật tương khắc trong Ngũ hành diễn ra theo trình tự nào?,"Xin lỗi, tôi không tìm được thông tin phù hợp trong cơ sở tri thức hiện có.","Mộc khắc Thổ, Thổ khắc Thủy, Thủy khắc Hỏa, Hỏa khắc Kim, Kim khắc Mộc.",0,,
